Mineprep:0.5 | 时间戳1779623115.5028656,中文,English,繁體中文,,,"② *生成器过滤类型{1:'👤', 2:'🟩' , 3:'🟥', 4:'🟨', 5:'🌊', 6:'📸', 7:'💡', 8:'👪', 9:'✨', 10:'🧱', 11:'𝓕', 12:'🔧'}",<2:放置生物>,<2:Mobs>,<2:放置生物>,,,,③,<3:预设素材>,<3:Preset>,<3:預設素材>,,,④,<4:附加组件>,<4:Attach>,<4:附加組件>,,,⑤,<5:枚举选项>,<5:Enum Options>,<5:枚舉選項>,,,,⑥,<6:放置方块>,<6:Blocks>,<6:放置方塊>,,,,⑦,<7:放置物品>,<7:Items>,<7:放置物品>
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,棕色染色玻璃板 [noside_alt],brown_stained_glass_pane_noside_alt,啡色染色玻璃片 (棕色玻璃片) [noside_alt],,,,🟩💡,萤火虫灌木,firefly_bush,螢火蟲灌木
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,棕色染色玻璃板 [柱],brown_stained_glass_pane_post,啡色染色玻璃片 (棕色玻璃片) [柱],,,,👤🟩💡,烟花火箭,firework_rocket,煙花 (煙火)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,棕色染色玻璃板 [侧面],brown_stained_glass_pane_side,啡色染色玻璃片 (棕色玻璃片) [側面],,,,👤🟩💡,烟火之星,firework_star,煙花球 (火藥球)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,棕色染色玻璃板 [side_alt],brown_stained_glass_pane_side_alt,啡色染色玻璃片 (棕色玻璃片) [side_alt],,,,💡,烟火之星 [叠加层],firework_star_overlay,煙火之星 [疊加層]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,棕色陶瓦,brown_terracotta,啡色陶瓦 (棕色陶土),,,,👤🟩💡,火焰弹,fire_charge,火焰彈
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,棕色羊毛,brown_wool,啡色羊毛 (棕色羊毛),,,,👤🟩,钓鱼竿,fishing_rod,魚竿 (釣竿)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,气泡珊瑚,bubble_coral,氣泡珊瑚,,,,#,钓鱼竿 [抛出],fishing_rod_cast,釣魚竿 [拋出]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🌊,气泡珊瑚块,bubble_coral_block,氣泡珊瑚方塊,,,,🟩,燧石,flint,燧石
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,气泡珊瑚扇,bubble_coral_fan,扇狀氣泡珊瑚,,,,👤🟩,打火石,flint_and_steel,打火石
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🌊,墙上的气泡珊瑚扇,bubble_coral_wall_fan,牆上嘅扇狀氣泡珊瑚 (牆上的扇狀氣泡珊瑚),,,,👤,旗帜图案,flower_banner_pattern,橫額圖案 (旗幟圖案)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,紫水晶母岩,budding_amethyst,紫水晶母岩 (紫水晶芽床),,,,👤🟩,花盆,flower_pot,花盆
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,灌木,bush,灌木,,,,🟩,锻造模板,flow_armor_trim_smithing_template,鍛造模板
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,按钮,button,按鈕,,,,👤,旗帜图案,flow_banner_pattern,橫額圖案 (旗幟圖案)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,按钮 [物品栏],button_inventory,按鈕 [物品欄],,,,🟩,涡流纹样陶片,flow_pottery_sherd,渦流陶罐碎片 (渦流陶器碎片)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,按钮 [按下],button_pressed,按鈕 [按下],,,,🟩,狐狸刷怪蛋,fox_spawn_egg,狐狸 生成蛋 (狐狸 生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,仙人掌,cactus,仙人掌,,,,🟩,挚友纹样陶片,friend_pottery_sherd,朋友陶罐碎片 (摯友陶器碎片)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,仙人掌 [flower],cactus_flower,仙人掌 [flower],,,,🟩,青蛙刷怪蛋,frog_spawn_egg,青蛙 生成蛋 (青蛙 生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,蛋糕,cake,蛋糕,,,,👤🟩,动力矿车,furnace_minecart,熔爐礦車
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🌊,蛋糕 [slice1],cake_slice1,蛋糕 [slice1],,,,🟥,恶魂刷怪蛋,ghast_spawn_egg,地獄幽靈 生成蛋 (地獄幽靈 生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🌊,蛋糕 [slice2],cake_slice2,蛋糕 [slice2],,,,🟥,恶魂之泪,ghast_tear,幽靈之淚
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🌊,蛋糕 [slice3],cake_slice3,蛋糕 [slice3],,,,👤🟩,玻璃瓶,glass_bottle,玻璃樽 (玻璃瓶)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🌊,蛋糕 [slice4],cake_slice4,蛋糕 [slice4],,,,🟩,闪烁的西瓜片,glistering_melon_slice,鑲金西瓜片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🌊,蛋糕 [slice5],cake_slice5,蛋糕 [slice5],,,,👤,旗帜图案,globe_banner_pattern,橫額圖案 (旗幟圖案)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🌊,蛋糕 [slice6],cake_slice6,蛋糕 [slice6],,,,🟥💡,荧石粉,glowstone_dust,熒光石粉 (螢石粉)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,方解石,calcite,方解石,,,,🟩💡,发光浆果,glow_berries,螢光莓
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,校频幽匿感测体,calibrated_sculk_sensor,校準沉靈傳感器 (校準伏聆振測器),,,,🟩💡,荧光墨囊,glow_ink_sac,螢光墨囊
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,校频幽匿感测体 [active],calibrated_sculk_sensor_active,校準沉靈傳感器 (校準伏聆振測器) [active],,,,👤🟩,荧光物品展示框,glow_item_frame,螢光物品展示框
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,校频幽匿感测体 [inactive],calibrated_sculk_sensor_inactive,校準沉靈傳感器 (校準伏聆振測器) [inactive],,,,🌊💡,发光鱿鱼刷怪蛋,glow_squid_spawn_egg,螢光墨魚 生成蛋 (螢光魷魚 生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,营火,campfire,營火,,,,🟩,山羊角,goat_horn,山羊角
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,营火 [off],campfire_off,營火 [off],,,,🟩,山羊刷怪蛋,goat_spawn_egg,山羊 生成蛋 (山羊 生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,插上蜡烛的蛋糕,candle_cake,插咗蠟燭嘅蛋糕 (插上蠟燭的蛋糕),,,,🟩,金苹果,golden_apple,金蘋果
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,插上蜡烛的蛋糕 [点亮],candle_cake_lit,插咗蠟燭嘅蛋糕 (插上蠟燭的蛋糕) [點亮],,,,👤🟩,金斧,golden_axe,金斧頭 (金斧)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,蜡烛 [four_candles],candle_four_candles,蠟燭 [four_candles],,,,👤🟩,金靴子,golden_boots,金靴 (黃金靴子)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,蜡烛 [点亮],candle_four_candles_lit,蠟燭 [點亮],,,,🟩,金胡萝卜,golden_carrot,金紅蘿蔔 (金胡蘿蔔)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,蜡烛 [one_candle],candle_one_candle,蠟燭 [one_candle],,,,👤🟩,金胸甲,golden_chestplate,金胸甲 (黃金胸甲)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,蜡烛 [点亮],candle_one_candle_lit,蠟燭 [點亮],,,,👤🟩,金头盔,golden_helmet,金頭盔 (黃金頭盔)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,蜡烛 [three_candles],candle_three_candles,蠟燭 [three_candles],,,,👤🟩,金锄,golden_hoe,金鋤頭 (金鋤)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,蜡烛 [点亮],candle_three_candles_lit,蠟燭 [點亮],,,,👤🟩,金马铠,golden_horse_armor,金馬甲 (黃金製馬鎧)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,蜡烛 [two_candles],candle_two_candles,蠟燭 [two_candles],,,,👤🟩,金护腿,golden_leggings,金護腳 (黃金護腿)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,蜡烛 [点亮],candle_two_candles_lit,蠟燭 [點亮],,,,👤🟩,金镐,golden_pickaxe,金鎬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,地毯,carpet,地毯,,,,👤🟩,金锹,golden_shovel,金鏟
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,胡萝卜 [生长阶段0],carrots_stage0,紅蘿蔔 (胡蘿蔔) [生長階段0],,,,👤🟩,金剑,golden_sword,金劍
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,胡萝卜 [生长阶段1],carrots_stage1,紅蘿蔔 (胡蘿蔔) [生長階段1],,,,🟩,金锭,gold_ingot,金錠
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,胡萝卜 [生长阶段2],carrots_stage2,紅蘿蔔 (胡蘿蔔) [生長階段2],,,,🟩,金粒,gold_nugget,金粒
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,胡萝卜 [生长阶段3],carrots_stage3,紅蘿蔔 (胡蘿蔔) [生長階段3],,,,👤,灰色收纳袋,gray_bundle,灰色收納袋 (束口袋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,制图台,cartography_table,製圖台,,,,#,灰色收纳袋 [打开背面],gray_bundle_open_back,灰色收納袋 (束口袋) [打開背面]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,雕刻南瓜,carved_pumpkin,雕刻南瓜 (雕刻過的南瓜),,,,#,灰色收纳袋 [打开正面],gray_bundle_open_front,灰色收納袋 (束口袋) [打開正面]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,炼药锅,cauldron,鍋 (鍋釜),,,,👤💡,灰色蜡烛,gray_candle,灰色蠟燭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩💡,洞穴藤蔓,cave_vines,洞穴藤蔓,,,,👤🟩,灰色染料,gray_dye,灰色染料
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩💡,洞穴藤蔓 [点亮],cave_vines_lit,洞穴藤蔓 [點亮],,,,👤🟩,灰色马铠,gray_harness,灰色馬鎧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩💡,洞穴藤蔓植株,cave_vines_plant,洞穴藤蔓植株,,,,👤,绿色收纳袋,green_bundle,綠色收納袋 (束口袋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩💡,洞穴藤蔓植株 [点亮],cave_vines_plant_lit,洞穴藤蔓植株 [點亮],,,,#,绿色收纳袋 [打开背面],green_bundle_open_back,綠色收納袋 (束口袋) [打開背面]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,连锁型命令方块,chain_command_block,連環型命令方塊 (連鎖式指令方塊),,,,#,绿色收纳袋 [打开正面],green_bundle_open_front,綠色收納袋 (束口袋) [打開正面]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,连锁型命令方块 [conditional],chain_command_block_conditional,連環型命令方塊 (連鎖式指令方塊) [conditional],,,,👤💡,绿色蜡烛,green_candle,綠色蠟燭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木按钮,cherry_button,櫻花木按鈕,,,,👤🟩,绿色染料,green_dye,綠色染料
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木按钮 [物品栏],cherry_button_inventory,櫻花木按鈕 [物品欄],,,,👤🟩,绿色马铠,green_harness,綠色馬鎧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木按钮 [按下],cherry_button_pressed,櫻花木按鈕 [按下],,,,🌊,守卫者刷怪蛋,guardian_spawn_egg,深海守衞 生成蛋 (深海守衛 生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木门 [底部左],cherry_door_bottom_left,櫻花木門 [底部左],,,,🟩,火药,gunpowder,火藥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木门 [底部左打开],cherry_door_bottom_left_open,櫻花木門 [底部左打開],,,,👤,旗帜图案,guster_banner_pattern,橫額圖案 (旗幟圖案)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木门 [底部右],cherry_door_bottom_right,櫻花木門 [底部右],,,,🟩,旋风纹样陶片,guster_pottery_sherd,旋風陶罐碎片 (狂風陶器碎片)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木门 [底部右打开],cherry_door_bottom_right_open,櫻花木門 [底部右打開],,,,🟥,快乐恶魂刷怪蛋,happy_ghast_spawn_egg,快樂乞靈 (快樂地獄乞靈)生怪蛋
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木门 [顶部左],cherry_door_top_left,櫻花木門 [頂部左],,,,🟩,心碎纹样陶片,heartbreak_pottery_sherd,心碎陶罐碎片 (心碎陶器碎片)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木门 [顶部左打开],cherry_door_top_left_open,櫻花木門 [頂部左打開],,,,🌊,海洋之心,heart_of_the_sea,海洋之心
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木门 [顶部右],cherry_door_top_right,櫻花木門 [頂部右],,,,🟩,爱心纹样陶片,heart_pottery_sherd,愛心陶罐碎片 (愛心陶器碎片)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木门 [顶部右打开],cherry_door_top_right_open,櫻花木門 [頂部右打開],,,,🟥,疣猪兽刷怪蛋,hoglin_spawn_egg,野豬獸 生成蛋 (豬布獸 生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木栅栏门,cherry_fence_gate,櫻花木閘門 (櫻花木柵欄門),,,,🟩,蜜脾,honeycomb,蜂巢蜜 (蜂巢)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木栅栏门 [打开],cherry_fence_gate_open,櫻花木閘門 (櫻花木柵欄門) [打開],,,,🟩,蜂蜜瓶,honey_bottle,蜜糖樽 (蜂蜜瓶)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木栅栏门 [墙上],cherry_fence_gate_wall,櫻花木閘門 (櫻花木柵欄門) [牆上],,,,👤🟩,漏斗,hopper,漏斗
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木栅栏门 [墙上打开],cherry_fence_gate_wall_open,櫻花木閘門 (櫻花木柵欄門) [牆上打開],,,,👤🟩,漏斗矿车,hopper_minecart,漏斗礦車
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木栅栏 [物品栏],cherry_fence_inventory,櫻花木欄杆 (櫻花木柵欄) [物品欄],,,,🟩,马刷怪蛋,horse_spawn_egg,馬 生成蛋 (馬 生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木栅栏 [柱],cherry_fence_post,櫻花木欄杆 (櫻花木柵欄) [柱],,,,🟩,锻造模板,host_armor_trim_smithing_template,鍛造模板
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木栅栏 [侧面],cherry_fence_side,櫻花木欄杆 (櫻花木柵欄) [側面],,,,🟩,狼嚎纹样陶片,howl_pottery_sherd,狼嚎陶罐碎片 (狼嚎陶器碎片)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式樱花木告示牌,cherry_hanging_sign,櫻花木吊牌 (懸掛式櫻花木告示牌),,,,🟩,尸壳刷怪蛋,husk_spawn_egg,屍殼 生成蛋 (屍殼 生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,樱花树叶,cherry_leaves,櫻花樹葉 (櫻花木樹葉),,,,🟩,墨囊,ink_sac,墨囊
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,樱花原木,cherry_log,櫻花原木 (櫻花木原木),,,,👤🟩,铁斧,iron_axe,鐵斧頭 (鐵斧)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,樱花原木 [x],cherry_log_x,櫻花原木 (櫻花木原木) [x],,,,👤🟩,铁靴子,iron_boots,鐵靴 (鐵製靴子)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,樱花原木 [y],cherry_log_y,櫻花原木 (櫻花木原木) [y],,,,🟩,铁链,iron_chain,鐵鏈
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,樱花原木 [z],cherry_log_z,櫻花原木 (櫻花木原木) [z],,,,👤🟩,铁胸甲,iron_chestplate,鐵胸甲 (鐵製胸甲)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,樱花木板,cherry_planks,櫻花木板 (櫻花木材),,,,👤🟩,铁门,iron_door,鐵門
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木压力板,cherry_pressure_plate,櫻花木壓力板,,,,🟩,铁傀儡刷怪蛋,iron_golem_spawn_egg,鐵人 生成蛋 (鐵魔像 生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木压力板 [按下],cherry_pressure_plate_down,櫻花木壓力板 [按下],,,,👤🟩,铁头盔,iron_helmet,鐵頭盔 (鐵製頭盔)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,樱花树苗,cherry_sapling,櫻花樹苗 (櫻花木樹苗),,,,👤🟩,铁锄,iron_hoe,鐵鋤頭 (鐵鋤)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木架子,cherry_shelf,櫻花木架子,,,,👤🟩,铁马铠,iron_horse_armor,鐵馬甲 (鐵製馬鎧)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木架子 [中间],cherry_shelf_center,櫻花木架子 [中間],,,,🟩,铁锭,iron_ingot,鐵錠
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木架子 [物品栏],cherry_shelf_inventory,櫻花木架子 [物品欄],,,,👤🟩,铁护腿,iron_leggings,鐵護腳 (鐵製護腿)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木架子 [左],cherry_shelf_left,櫻花木架子 [左],,,,🟩,铁粒,iron_nugget,鐵粒
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木架子 [右],cherry_shelf_right,櫻花木架子 [右],,,,👤🟩,铁镐,iron_pickaxe,鐵鎬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木架子 [未连接],cherry_shelf_unconnected,櫻花木架子 [未連接],,,,👤🟩,铁锹,iron_shovel,鐵鏟
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木架子 [未充能],cherry_shelf_unpowered,櫻花木架子 [未充能],,,,👤🟩,铁剑,iron_sword,鐵劍
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木告示牌,cherry_sign,櫻花木指示牌 (櫻花木告示牌),,,,👤🟩,物品展示框,item_frame,物品展示框
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木台阶,cherry_slab,櫻花木半磚,,,,👤🟩🌊,丛林木船,jungle_boat,叢林木船
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木台阶 [顶部],cherry_slab_top,櫻花木半磚 [頂部],,,,👤🟩🌊,丛林木运输船,jungle_chest_boat,儲物箱叢林木船
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木楼梯,cherry_stairs,櫻花木樓梯 (櫻花木階梯),,,,👤🟩,丛林木门,jungle_door,叢林木門
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木楼梯 [内角],cherry_stairs_inner,櫻花木樓梯 (櫻花木階梯) [內角],,,,👤🟩,悬挂式丛林木告示牌,jungle_hanging_sign,叢林木吊牌 (懸掛式叢林木告示牌)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木楼梯 [外角],cherry_stairs_outer,櫻花木樓梯 (櫻花木階梯) [外角],,,,👤🟩,丛林木告示牌,jungle_sign,叢林木指示牌 (叢林木告示牌)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木活板门 [底部],cherry_trapdoor_bottom,櫻花木地板門 [底部],,,,🌊,海带,kelp,海帶
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木活板门 [打开],cherry_trapdoor_open,櫻花木地板門 [打開],,,,👤🟩,知识之书,knowledge_book,知識之書
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,樱花木活板门 [顶部],cherry_trapdoor_top,櫻花木地板門 [頂部],,,,👤🟩💡,灯笼,lantern,燈籠
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,樱花木,cherry_wood,櫻花木 (櫻花木塊),,,,🟩,青金石,lapis_lazuli,青金石
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,箱子,chest,儲物箱,,,,👤🟥💡,熔岩桶,lava_bucket,熔岩桶
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,开裂的铁砧,chipped_anvil,微損嘅鐵砧 (微損的鐵砧),,,,👤🟩,拴绳,lead,牽繩 (拴繩)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架,chiseled_bookshelf,浮雕書櫃,,,,🟩💡,落叶,leaf_litter,落葉
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [底部左],chiseled_bookshelf_empty_slot_bottom_left,浮雕書櫃 [底部左],,,,🟩,皮革,leather,皮革
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [empty_slot_bottom_mid],chiseled_bookshelf_empty_slot_bottom_mid,浮雕書櫃 [empty_slot_bottom_mid],,,,👤🟩,皮革靴子,leather_boots,皮革靴 (皮革靴子)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [底部右],chiseled_bookshelf_empty_slot_bottom_right,浮雕書櫃 [底部右],,,,#,皮革靴子 [叠加层],leather_boots_overlay,皮革靴子 [疊加層]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [顶部左],chiseled_bookshelf_empty_slot_top_left,浮雕書櫃 [頂部左],,,,👤🟩,皮革外套,leather_chestplate,皮革衫 (皮革上衣)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [empty_slot_top_mid],chiseled_bookshelf_empty_slot_top_mid,浮雕書櫃 [empty_slot_top_mid],,,,#,皮革外套 [叠加层],leather_chestplate_overlay,皮革外套 [疊加層]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [顶部右],chiseled_bookshelf_empty_slot_top_right,浮雕書櫃 [頂部右],,,,👤🟩,皮革帽子,leather_helmet,皮革帽 (皮革帽子)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [物品栏],chiseled_bookshelf_inventory,浮雕書櫃 [物品欄],,,,#,皮革帽子 [叠加层],leather_helmet_overlay,皮革帽子 [疊加層]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [底部左],chiseled_bookshelf_occupied_slot_bottom_left,浮雕書櫃 [底部左],,,,👤🟩,皮革马铠,leather_horse_armor,皮革馬甲 (皮革製馬鎧)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [occupied_slot_bottom_mid],chiseled_bookshelf_occupied_slot_bottom_mid,浮雕書櫃 [occupied_slot_bottom_mid],,,,👤🟩,皮革裤子,leather_leggings,皮革褲 (皮革褲子)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [底部右],chiseled_bookshelf_occupied_slot_bottom_right,浮雕書櫃 [底部右],,,,#,皮革裤子 [叠加层],leather_leggings_overlay,皮革褲子 [疊加層]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [顶部左],chiseled_bookshelf_occupied_slot_top_left,浮雕書櫃 [頂部左],,,,💡,光源方块,light,光 (光源)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [occupied_slot_top_mid],chiseled_bookshelf_occupied_slot_top_mid,浮雕書櫃 [occupied_slot_top_mid],,,,#,光源方块 [00],light_00,光源方塊 [00]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹书架 [顶部右],chiseled_bookshelf_occupied_slot_top_right,浮雕書櫃 [頂部右],,,,#,光源方块 [01],light_01,光源方塊 [01]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹铜块,chiseled_copper,浮雕銅磚 (浮雕銅方塊),,,,#,光源方块 [02],light_02,光源方塊 [02]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹深板岩,chiseled_deepslate,浮雕深板岩,,,,#,光源方块 [03],light_03,光源方塊 [03]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,雕纹下界砖块,chiseled_nether_bricks,浮雕地獄磚,,,,#,光源方块 [04],light_04,光源方塊 [04]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,雕纹磨制黑石,chiseled_polished_blackstone,浮雕拋光黑石,,,,#,光源方块 [05],light_05,光源方塊 [05]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,雕纹石英块,chiseled_quartz_block,浮雕石英磚 (浮雕石英方塊),,,,#,光源方块 [06],light_06,光源方塊 [06]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹红砂岩,chiseled_red_sandstone,浮雕紅砂岩,,,,#,光源方块 [07],light_07,光源方塊 [07]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,錾制树脂砖,chiseled_resin_bricks,鑿製樹脂磚,,,,#,光源方块 [08],light_08,光源方塊 [08]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,雕纹砂岩,chiseled_sandstone,浮雕砂岩,,,,#,光源方块 [09],light_09,光源方塊 [09]
